name,attribute,class,type,ban_tcg,ban_ocg
"Longirsu, the Orcust Orchestrator",DARK,Machine,Link Monster,NA,NA
Loop of Destruction,NA,Continuous,Trap Card,NA,NA
"Loptr, Shadow of the Generaider Bosses",FIRE,Fairy,Effect Monster,NA,NA
Lord British Space Fighter,LIGHT,Machine,Effect Monster,NA,NA
Lord Gaia the Fierce Knight,EARTH,Warrior,Effect Monster,NA,NA
Lord of D.,DARK,Spellcaster,Effect Monster,NA,NA
Lord of the Lamp,DARK,Fiend,Normal Monster,NA,NA
Lord of the Red,FIRE,Dragon,Ritual Effect Monster,NA,NA
Lord of Zemia,DARK,Fiend,Normal Monster,NA,NA
Lord Poison,WATER,Plant,Effect Monster,NA,NA
Lose 1 Turn,NA,Continuous,Trap Card,NA,NA
Loss Time,NA,Normal,Trap Card,NA,NA
Lost Blue Breaker,WATER,Sea Serpent,Effect Monster,NA,NA
Lost Guardian,EARTH,Rock,Effect Monster,NA,NA
Lost Wind,NA,Normal,Trap Card,NA,NA
Lost World,NA,Field,Spell Card,NA,NA
Loud Cloud the Storm Serpent,WATER,Reptile,Effect Monster,NA,NA
Low Blow,NA,Andrew,Skill Card,NA,NA
"Lucent, Netherlord of Dark World",DARK,Fiend,Effect Monster,NA,NA
Lucius the Shadow Vassal,DARK,Fiend,Effect Monster,NA,NA
Lucky Chance,NA,Continuous,Trap Card,NA,NA
Lucky Cloud,NA,Normal,Spell Card,NA,NA
Lucky Iron Axe,NA,Equip,Spell Card,NA,NA
Lucky Loan,NA,Normal,Spell Card,NA,NA
Lucky Pied Piper,WIND,Fairy,Gemini Monster,NA,NA
Lucky Punch,NA,Continuous,Trap Card,NA,NA
Lucky Trinket,LIGHT,Spellcaster,Normal Monster,NA,NA
Lullaby of Obedience,NA,Normal,Spell Card,NA,NA
Lumenize,NA,Normal,Trap Card,NA,NA
"Lumina, Lightsworn Summoner",LIGHT,Spellcaster,Effect Monster,NA,NA
"Lumina, Twilightsworn Shaman",DARK,Spellcaster,Effect Monster,NA,NA
Luminous Dragon Ritual,NA,Ritual,Spell Card,NA,NA
Luminous Soldier,LIGHT,Warrior,Effect Monster,NA,NA
Luminous Spark,NA,Field,Spell Card,NA,NA
Luna Light Perfume,NA,Normal,Spell Card,NA,NA
Luna the Dark Spirit,DARK,Fiend,Effect Monster,NA,NA
Lunalight Black Sheep,DARK,Beast-Warrior,Effect Monster,NA,NA
Lunalight Blue Cat,DARK,Beast-Warrior,Effect Monster,NA,NA
Lunalight Cat Dancer,DARK,Beast-Warrior,Fusion Monster,NA,NA
Lunalight Crimson Fox,DARK,Beast-Warrior,Effect Monster,NA,NA
Lunalight Emerald Bird,DARK,Beast-Warrior,Effect Monster,NA,NA
Lunalight Fusion,NA,Normal,Spell Card,NA,NA
Lunalight Kaleido Chick,DARK,Beast-Warrior,Effect Monster,NA,NA
Lunalight Leo Dancer,DARK,Beast-Warrior,Fusion Monster,NA,NA
Lunalight Panther Dancer,DARK,Beast-Warrior,Fusion Monster,NA,NA
Lunalight Purple Butterfly,DARK,Beast-Warrior,Effect Monster,NA,NA
Lunalight Reincarnation Dance,NA,Normal,Trap Card,NA,NA
Lunalight Sabre Dancer,DARK,Beast-Warrior,Fusion Monster,NA,NA
Lunalight Serenade Dance,NA,Continuous,Trap Card,NA,NA
Lunalight Tiger,LIGHT,Beast-Warrior,Pendulum Effect Monster,Banned,NA
Lunalight White Rabbit,DARK,Beast-Warrior,Effect Monster,NA,NA
Lunalight Wolf,LIGHT,Beast-Warrior,Pendulum Effect Monster,NA,NA
Lunalight Yellow Marten,DARK,Beast-Warrior,Effect Monster,NA,NA
Lunar Queen Elzaim,LIGHT,Fairy,Normal Monster,NA,NA
Luster Dragon,WIND,Dragon,Normal Monster,NA,NA
Luster Dragon #2,WIND,Dragon,Normal Monster,NA,NA
"Luster Pendulum, the Dracoslayer",LIGHT,Dragon,Pendulum Tuner Effect Monster,NA,Limited
Lycanthrope,EARTH,Beast-Warrior,Ritual Effect Monster,NA,NA
"Lyla, Lightsworn Sorceress",LIGHT,Spellcaster,Effect Monster,NA,NA
"Lyla, Twilightsworn Enchantress",DARK,Spellcaster,Effect Monster,NA,NA
Lyna the Light Charmer,LIGHT,Spellcaster,Flip Effect Monster,NA,NA
"Lyna the Light Charmer, Shining",LIGHT,Spellcaster,Link Monster,NA,NA
Lyrilusc - Assembled Nightingale,WIND,Winged Beast,XYZ Monster,NA,NA
Lyrilusc - Cobalt Sparrow,WIND,Winged Beast,Effect Monster,NA,NA
Lyrilusc - Independent Nightingale,WIND,Winged Beast,Fusion Monster,NA,NA
Lyrilusc - Recital Starling,WIND,Winged Beast,XYZ Monster,NA,NA
Lyrilusc - Sapphire Swallow,WIND,Winged Beast,Effect Monster,NA,NA
Lyrilusc - Turquoise Warbler,WIND,Winged Beast,Effect Monster,NA,NA
M-Warrior #1,EARTH,Warrior,Normal Monster,NA,NA
M-Warrior #2,EARTH,Warrior,Normal Monster,NA,NA
M-X-Saber Invoker,EARTH,Warrior,XYZ Monster,Banned,Banned
Ma'at,LIGHT,Fairy,Effect Monster,NA,NA
Mabarrel,DARK,Fiend,Normal Monster,NA,NA
Machina Air Raider,EARTH,Machine,Effect Monster,NA,NA
Machina Armored Unit,NA,Continuous,Spell Card,NA,NA
Machina Cannon,EARTH,Machine,Effect Monster,NA,NA
Machina Citadel,EARTH,Machine,Effect Monster,NA,NA
Machina Defender,EARTH,Machine,Flip Effect Monster,NA,NA
Machina Defense Perimeter,NA,Continuous,Spell Card,NA,NA
Machina Force,EARTH,Machine,Effect Monster,NA,NA
Machina Fortress,EARTH,Machine,Effect Monster,NA,NA
Machina Gearframe,EARTH,Machine,Union Effect Monster,NA,NA
Machina Irradiator,EARTH,Machine,Effect Monster,NA,NA
Machina Megaform,EARTH,Machine,Effect Monster,NA,NA
Machina Metalcruncher,EARTH,Machine,Effect Monster,NA,NA
Machina Overdrive,NA,Normal,Trap Card,NA,NA
Machina Peacekeeper,EARTH,Machine,Union Effect Monster,NA,NA
Machina Possesstorage,DARK,Machine,Effect Monster,NA,NA
Machina Redeployment,NA,Normal,Spell Card,NA,NA
Machina Resavenger,DARK,Machine,Effect Monster,NA,NA
Machina Sniper,EARTH,Machine,Effect Monster,NA,NA
Machina Soldier,EARTH,Machine,Effect Monster,NA,NA
Machina Unclaspare,DARK,Machine,Effect Monster,NA,NA
Machine Angel Absolute Ritual,NA,Ritual,Spell Card,NA,NA
Machine Angel Ritual,NA,Ritual,Spell Card,NA,NA
Machine Assembly Line,NA,Continuous,Spell Card,NA,NA
Machine Attacker,EARTH,Machine,Normal Monster,NA,NA
Machine Conversion Factory,NA,Equip,Spell Card,NA,NA
Machine Duplication,NA,Normal,Spell Card,NA,NA
Machine King,EARTH,Machine,Effect Monster,NA,NA
Machine King - 3000 B.C.,NA,Continuous,Trap Card,NA,NA
Machine King Prototype,EARTH,Machine,Effect Monster,NA,NA
Machine Lord Ur,EARTH,Machine,Effect Monster,NA,NA
Macro Cosmos,NA,Continuous,Trap Card,Limited,NA
Mad Archfiend,DARK,Fiend,Effect Monster,NA,NA
Mad Dog of Darkness,DARK,Beast,Normal Monster,NA,NA
Mad Lobster,WATER,Aqua,Normal Monster,NA,NA
Mad Reloader,DARK,Fiend,Effect Monster,NA,NA
Mad Sword Beast,EARTH,Dinosaur,Effect Monster,NA,NA
Madjinn Gunn,DARK,Fiend,Normal Monster,NA,NA
Madolche Anjelly,EARTH,Fairy,Effect Monster,NA,NA
Madolche Baaple,EARTH,Beast,Effect Monster,NA,NA
Madolche Butlerusk,EARTH,Spellcaster,Effect Monster,NA,NA
Madolche Chateau,NA,Field,Spell Card,NA,NA
Madolche Chickolates,EARTH,Beast,Effect Monster,NA,NA
Madolche Chouxvalier,EARTH,Warrior,Effect Monster,NA,NA
Madolche Cruffssant,EARTH,Beast,Effect Monster,NA,NA
Madolche Fresh Sistart,EARTH,Fairy,Link Monster,NA,NA
Madolche Hootcake,EARTH,Beast,Effect Monster,NA,NA
Madolche Lesson,NA,Normal,Trap Card,NA,NA
Madolche Magileine,EARTH,Spellcaster,Effect Monster,NA,NA
Madolche Marmalmaide,EARTH,Spellcaster,Effect Monster,NA,NA
Madolche Messengelato,EARTH,Warrior,Effect Monster,NA,NA
Madolche Mewfeuille,EARTH,Beast,Effect Monster,NA,NA
Madolche Nights,NA,Counter,Trap Card,NA,NA
Madolche Petingcessoeur,EARTH,Fairy,Effect Monster,NA,NA
Madolche Promenade,NA,Normal,Trap Card,NA,NA
Madolche Puddingcess,EARTH,Fairy,Effect Monster,NA,NA
Madolche Puddingcess Chocolat-a-la-Mode,EARTH,Fairy,XYZ Monster,NA,NA
Madolche Queen Tiaramisu,EARTH,Fairy,XYZ Monster,NA,NA
Madolche Salon,NA,Continuous,Spell Card,NA,NA
Madolche Tea Break,NA,Counter,Trap Card,NA,NA
Madolche Teacher Glassouffle,EARTH,Fairy,XYZ Monster,NA,NA
Madolche Ticket,NA,Continuous,Spell Card,NA,NA
Madolche Waltz,NA,Continuous,Trap Card,NA,NA
Madolchepalooza,NA,Normal,Trap Card,NA,NA
Maestroke the Symphony Djinn,DARK,Fiend,XYZ Monster,NA,NA
Mage Power,NA,Equip,Spell Card,NA,NA
"Magellanica, the Deep Sea City",NA,Field,Spell Card,NA,NA
Magi Magi Magician Gal,DARK,Spellcaster,XYZ Monster,NA,NA
Magic Cylinder,NA,Normal,Trap Card,NA,NA
Magic Deflector,NA,Normal,Trap Card,NA,NA
Magic Drain,NA,Counter,Trap Card,NA,NA
Magic Formula,NA,Equip,Spell Card,NA,NA
Magic Gate of Miracles,NA,Normal,Spell Card,NA,NA
Magic Hand,DARK,Spellcaster,Effect Monster,NA,NA
Magic Hole Golem,DARK,Rock,Effect Monster,NA,NA
Magic Jammer,NA,Counter,Trap Card,NA,NA
Magic Planter,NA,Normal,Spell Card,NA,NA
Magic Reflector,NA,Normal,Spell Card,NA,NA
Magic Triangle of the Ice Barrier,NA,Normal,Spell Card,NA,NA
Magical Abductor,EARTH,Spellcaster,Pendulum Effect Monster,NA,NA
Magical Android,LIGHT,Psychic,Synchro Monster,NA,NA
Magical Arm Shield,NA,Normal,Trap Card,NA,NA
Magical Blast,NA,Normal,Spell Card,NA,NA
Magical Broker,DARK,Spellcaster,Effect Monster,NA,NA
Magical Cavalry of Cxulub,EARTH,Dinosaur,Pendulum Effect Monster,NA,NA
Magical Citadel of Endymion,NA,Field,Spell Card,NA,NA
Magical Contract Door,NA,Normal,Spell Card,NA,NA
Magical Dimension,NA,Quick-Play,Spell Card,NA,NA
Magical Exemplar,EARTH,Spellcaster,Effect Monster,NA,NA
Magical Explosion,NA,Normal,Trap Card,Limited,Banned
Magical Ghost,DARK,Zombie,Normal Monster,NA,NA
Magical Hats,NA,Normal,Trap Card,NA,NA
Magical Hound,EARTH,Machine,Tuner Monster,NA,NA
Magical King Moonstar,DARK,Fiend,Effect Monster,NA,NA
Magical Labyrinth,NA,Equip,Spell Card,NA,NA
Magical Mallet,NA,Normal,Spell Card,NA,NA
Magical Marionette,DARK,Spellcaster,Effect Monster,NA,NA
Magical Meltdown,NA,Field,Spell Card,NA,Semi-Limited
Magical Merchant,LIGHT,Insect,Flip Effect Monster,NA,NA
Magical Mid-Breaker Field,NA,Field,Spell Card,Limited,NA
Magical Musket - Crooked Crown,NA,Continuous,Trap Card,NA,NA
Magical Musket - Cross-Domination,NA,Quick-Play,Spell Card,NA,NA
Magical Musket - Dancing Needle,NA,Normal,Trap Card,NA,NA
Magical Musket - Desperado,NA,Normal,Trap Card,NA,NA
Magical Musket - Fiendish Deal,NA,Continuous,Trap Card,NA,NA
Magical Musket - Last Stand,NA,Counter,Trap Card,NA,NA
Magical Musket - Steady Hands,NA,Quick-Play,Spell Card,NA,NA
Magical Musket Mastermind Zakiel,LIGHT,Fiend,Effect Monster,NA,NA
Magical Musketeer Calamity,LIGHT,Fiend,Effect Monster,NA,NA
Magical Musketeer Caspar,LIGHT,Fiend,Effect Monster,NA,NA
Magical Musketeer Doc,LIGHT,Fiend,Effect Monster,NA,NA
Magical Musketeer Kidbrave,LIGHT,Fiend,Effect Monster,NA,NA
Magical Musketeer Max,LIGHT,Fiend,Link Monster,NA,NA
Magical Musketeer Starfire,LIGHT,Fiend,Effect Monster,NA,NA
Magical Musketeer Wild,LIGHT,Fiend,Effect Monster,NA,NA
Magical Plant Mandragola,DARK,Spellcaster,Flip Effect Monster,NA,NA
Magical Reflect Slime,WATER,Aqua,Gemini Monster,NA,NA
Magical Scientist,DARK,Spellcaster,Effect Monster,Banned,Banned
Magical Something,DARK,Spellcaster,Effect Monster,NA,NA
Magical Spring,NA,Quick-Play,Spell Card,NA,NA
Magical Star Illusion,NA,Normal,Spell Card,NA,NA
Magical Stone Excavation,NA,Normal,Spell Card,NA,NA
Magical Thorn,NA,Continuous,Trap Card,NA,NA
Magical Undertaker,DARK,Spellcaster,Flip Effect Monster,NA,NA
Magicalibra,WATER,Spellcaster,Pendulum Normal Monster,NA,NA
Magicalized Duston Mop,NA,Equip,Spell Card,NA,NA
Magicalized Fusion,NA,Normal,Spell Card,NA,NA
Magicat,LIGHT,Spellcaster,Effect Monster,NA,NA
Magician Navigation,NA,Normal,Trap Card,NA,NA
Magician of Black Chaos,DARK,Spellcaster,Ritual Monster,NA,NA
Magician of Black Chaos MAX,DARK,Spellcaster,Ritual Effect Monster,NA,NA
Magician of Chaos,DARK,Spellcaster,Ritual Effect Monster,NA,NA
Magician of Dark Illusion,DARK,Spellcaster,Effect Monster,NA,NA
Magician of Faith,LIGHT,Spellcaster,Flip Effect Monster,NA,NA
Magician of Hope,LIGHT,Spellcaster,XYZ Pendulum Effect Monster,NA,NA
Magician's Act,NA,Arkana,Skill Card,NA,NA
Magician's Circle,NA,Normal,Trap Card,NA,NA
Magician's Left Hand,NA,Continuous,Spell Card,NA,NA
Magician's Restage,NA,Continuous,Spell Card,NA,NA
Magician's Right Hand,NA,Continuous,Spell Card,NA,NA
Magician's Robe,DARK,Spellcaster,Effect Monster,NA,NA
Magician's Rod,DARK,Spellcaster,Effect Monster,NA,NA
Magician's Valkyria,LIGHT,Spellcaster,Effect Monster,NA,NA
Magicians Unite,NA,Normal,Spell Card,NA,NA
Magicians' Combination,NA,Continuous,Trap Card,NA,NA
Magicians' Defense,NA,Continuous,Trap Card,NA,NA
Magicians' Souls,DARK,Spellcaster,Effect Monster,NA,NA
Magidog,LIGHT,Spellcaster,Effect Monster,NA,NA
Magikey - Maphteah,NA,Normal,Spell Card,NA,NA
Magikey Blaster - Batosbuster,EARTH,Machine,Ritual Effect Monster,NA,NA
Magikey Cannon - Garesvet,EARTH,Machine,Ritual Effect Monster,NA,NA
Magikey Lock - Unlock,NA,Counter,Trap Card,NA,NA
Magikey Skyblaster - Clavis,DARK,Warrior,Normal Monster,NA,NA
Magikey Summon Beast - Ansyalabolas,DARK,Beast,Fusion Monster,NA,NA
Magikey Summon Dragon - Andrabimus,WIND,Dragon,Fusion Monster,NA,NA
Magikey Unsealing,NA,Field,Spell Card,NA,NA
Magister of Endymion,EARTH,Spellcaster,Pendulum Effect Monster,NA,NA
Magistery Alchemist,NA,Normal,Trap Card,NA,NA
Magistus Invocation,NA,Normal,Spell Card,NA,NA
Magistus Theurgy,NA,Quick-Play,Spell Card,NA,NA
Magistus Vritra,NA,Normal,Spell Card,NA,NA
Magma Dragon,FIRE,Wyrm,Effect Monster,NA,NA
Magna Drago,FIRE,Dragon,Tuner Monster,NA,NA
Magna-Slash Dragon,LIGHT,Dragon,Effect Monster,NA,NA
Magnarokket Dragon,DARK,Dragon,Effect Monster,NA,NA
Magnet Circle LV2,NA,Normal,Spell Card,NA,NA
Magnet Conversion,NA,Normal,Trap Card,NA,NA
Magnet Force,NA,Normal,Trap Card,NA,NA
Magnet Reverse,NA,Quick-Play,Spell Card,NA,NA
Magnetic Attraction,NA,Yami Yugi,Skill Card,NA,NA
Magnetic Field,NA,Field,Spell Card,NA,NA
Magnetic Mosquito,LIGHT,Insect,Flip Effect Monster,NA,NA
Magnificent Machine Angel,NA,Quick-Play,Spell Card,NA,NA
Magnum Shield,NA,Equip,Spell Card,NA,NA
Maha Vailo,LIGHT,Spellcaster,Effect Monster,NA,NA
"Maha Vailo, Light of the Heavens",LIGHT,Spellcaster,Effect Monster,NA,NA
Mahaama the Fairy Dragon,LIGHT,Dragon,Tuner Monster,NA,NA
Maharaghi,EARTH,Rock,Spirit Monster,NA,NA
Mahjong Munia Maidens,WIND,Winged Beast,Flip Effect Monster,NA,NA
Mahunder,LIGHT,Thunder,Effect Monster,NA,NA
Maiden of Macabre,DARK,Spellcaster,Effect Monster,NA,NA
Maiden of the Aqua,WATER,Aqua,Effect Monster,NA,NA
Maiden of the Moonlight,LIGHT,Spellcaster,Normal Monster,NA,NA
Maiden with Eyes of Blue,LIGHT,Spellcaster,Tuner Monster,NA,NA
Majespecter Cat - Nekomata,WIND,Spellcaster,Pendulum Effect Monster,NA,NA
Majespecter Crow - Yata,WIND,Spellcaster,Pendulum Effect Monster,NA,NA
Majespecter Cyclone,NA,Quick-Play,Spell Card,NA,NA
Majespecter Fox - Kyubi,WIND,Spellcaster,Pendulum Effect Monster,NA,NA
Majespecter Gust,NA,Normal,Trap Card,NA,NA
Majespecter Raccoon - Bunbuku,WIND,Spellcaster,Pendulum Effect Monster,NA,NA
Majespecter Sonics,NA,Quick-Play,Spell Card,NA,NA
Majespecter Storm,NA,Normal,Spell Card,NA,NA
Majespecter Supercell,NA,Continuous,Trap Card,NA,NA
Majespecter Tempest,NA,Counter,Trap Card,NA,NA
Majespecter Toad - Ogama,WIND,Spellcaster,Pendulum Effect Monster,NA,NA
Majespecter Tornado,NA,Normal,Trap Card,NA,NA
Majespecter Unicorn - Kirin,WIND,Spellcaster,Pendulum Effect Monster,Banned,Banned
"Majester Paladin, the Ascending Dracoslayer",WIND,Dragon,XYZ Monster,NA,NA
Majestic Absorption,NA,Normal,Spell Card,NA,NA
Majestic Dragon,LIGHT,Dragon,Tuner Monster,NA,NA
Majestic Mech - Goryu,LIGHT,Fairy,Effect Monster,NA,NA
Majestic Mech - Ohka,LIGHT,Fairy,Effect Monster,NA,NA
Majestic Mech - Senku,LIGHT,Fairy,Effect Monster,NA,NA
Majestic Mirage,NA,Continuous,Trap Card,NA,NA
Majestic Red Dragon,DARK,Dragon,Synchro Monster,NA,NA
Majestic Star Dragon,WIND,Dragon,Synchro Monster,NA,NA
"Majesty Maiden, the True Dracocaster",WIND,Wyrm,Effect Monster,NA,NA
Majesty with Eyes of Blue,NA,Quick-Play,Spell Card,NA,NA
Majesty's Fiend,LIGHT,Fiend,Effect Monster,NA,NA
Majesty's Pegasus,NA,Field,Spell Card,NA,NA
Maji-Gire Panda,EARTH,Beast,Effect Monster,NA,NA
Majioshaleon,WATER,Reptile,Effect Monster,NA,NA
Majiosheldon,WATER,Warrior,Effect Monster,NA,NA
Major Riot,NA,Normal,Trap Card,NA,NA
Maju Garzett,DARK,Fiend,Effect Monster,NA,NA
"Makiu, the Magical Mist",NA,Normal,Spell Card,NA,NA
Makyura the Destructor,DARK,Warrior,Effect Monster,NA,NA
"Malacoda, Netherlord of the Burning Abyss",DARK,Fiend,Ritual Effect Monster,NA,NA
Malefic Blue-Eyes White Dragon,DARK,Dragon,Effect Monster,NA,NA
Malefic Claw Stream,NA,Normal,Trap Card,NA,NA
Malefic Cyber End Dragon,DARK,Machine,Effect Monster,NA,NA
Malefic Divide,NA,Quick-Play,Spell Card,NA,NA
Malefic Paradigm Dragon,DARK,Dragon,Effect Monster,NA,NA
Malefic Paradox Dragon,DARK,Dragon,Synchro Monster,NA,NA
Malefic Paradox Gear,DARK,Machine,Effect Monster,NA,NA
Malefic Parallel Gear,DARK,Machine,Tuner Monster,NA,NA
Malefic Rainbow Dragon,DARK,Dragon,Effect Monster,NA,NA
Malefic Red-Eyes Black Dragon,DARK,Dragon,Effect Monster,NA,NA
Malefic Selector,NA,Normal,Spell Card,NA,NA
Malefic Stardust Dragon,DARK,Dragon,Effect Monster,NA,NA
Malefic Territory,NA,Continuous,Spell Card,NA,NA
Malefic Truth Dragon,DARK,Dragon,Effect Monster,NA,NA
Malefic Tune,NA,Normal,Trap Card,NA,NA
Malefic World,NA,Field,Spell Card,NA,NA
Malevolent Catastrophe,NA,Normal,Trap Card,NA,NA
Malevolent Mech - Goku En,LIGHT,Zombie,Effect Monster,NA,NA
Malevolent Nuzzler,NA,Equip,Spell Card,NA,NA
Malfunction,NA,Counter,Trap Card,NA,NA
Malice Ascendant,DARK,Zombie,Effect Monster,NA,NA
Malice Dispersion,NA,Quick-Play,Spell Card,NA,NA
Malice Doll of Demise,DARK,Fiend,Effect Monster,NA,NA
"Malice, Lady of Lament",DARK,Fiend,Effect Monster,NA,NA
Malicevorous Fork,DARK,Fiend,Effect Monster,NA,NA
Malicevorous Knife,DARK,Fiend,Effect Monster,NA,NA
Malicevorous Spoon,DARK,Fiend,Effect Monster,NA,NA
Malus Token,DARK,Fiend,Token,NA,NA
Mamemaki,NA,Normal,Trap Card,NA,NA
Mammoth Graveyard,EARTH,Dinosaur,Normal Monster,NA,NA
Man Beast of Ares,EARTH,Beast-Warrior,Effect Monster,NA,NA
Man Eater,EARTH,Plant,Normal Monster,NA,NA
Man-Eater Bug,EARTH,Insect,Flip Effect Monster,NA,NA
Man-Eating Black Shark,WATER,Fish,Fusion Monster,NA,NA
Man-Eating Plant,EARTH,Plant,Normal Monster,NA,NA
Man-Eating Treasure Chest,DARK,Fiend,Normal Monster,NA,NA
Man-Thro' Tro',EARTH,Beast-Warrior,Effect Monster,NA,NA
Mana Dragon Zirnitron,DARK,Dragon,Effect Monster,NA,NA
Mandragon,EARTH,Plant,Pendulum Normal Monster,NA,NA
Manga Ryu-Ran,FIRE,Dragon,Toon Monster,NA,NA
Maniacal Servant,DARK,Spellcaster,Effect Monster,NA,NA
Manju of the Ten Thousand Hands,LIGHT,Fairy,Effect Monster,NA,NA
Mano A.I. Mano,NA,Continuous,Trap Card,NA,NA
Manticore of Darkness,FIRE,Beast-Warrior,Effect Monster,NA,NA
Mara of the Nordic Alfar,DARK,Spellcaster,Tuner Monster,NA,NA
Marauding Captain,EARTH,Warrior,Effect Monster,NA,NA
March of the Dark Brigade,NA,Normal,Spell Card,NA,NA
March of the Monarchs,NA,Continuous,Spell Card,NA,NA
March Towards Ragnarok,NA,Quick-Play,Spell Card,NA,NA
"Mardel, Generaider Boss of Light",LIGHT,Plant,Effect Monster,NA,NA
Mare Mare,WATER,Wyrm,Tuner Monster,NA,NA
"Mariamne, the True Dracophoenix",WIND,Wyrm,Effect Monster,NA,NA
"Marina, Princess of Sunflowers",FIRE,Plant,Effect Monster,NA,NA
Marincess Basilalima,WATER,Cyberse,Effect Monster,NA,NA
Marincess Battle Ocean,NA,Field,Spell Card,NA,NA
Marincess Blue Slug,WATER,Cyberse,Link Monster,NA,NA
Marincess Blue Tang,WATER,Cyberse,Effect Monster,NA,NA
Marincess Cascade,NA,Normal,Trap Card,NA,NA
Marincess Coral Anemone,WATER,Cyberse,Link Monster,NA,NA
Marincess Crown Tail,WATER,Cyberse,Effect Monster,NA,NA
Marincess Crystal Heart,WATER,Cyberse,Link Monster,NA,NA
Marincess Current,NA,Normal,Trap Card,NA,NA
Marincess Great Bubble Reef,WATER,Cyberse,Link Monster,NA,NA
Marincess Mandarin,WATER,Cyberse,Effect Monster,NA,NA
Marincess Marbled Rock,WATER,Cyberse,Link Monster,NA,NA
Marincess Pascalus,WATER,Cyberse,Effect Monster,NA,NA
Marincess Sea Angel,WATER,Cyberse,Link Monster,NA,NA
Marincess Sea Horse,WATER,Cyberse,Effect Monster,NA,NA
Marincess Sea Star,WATER,Cyberse,Effect Monster,NA,NA
Marincess Snow,NA,Normal,Trap Card,NA,NA
Marincess Wave,NA,Normal,Trap Card,NA,NA
Marincess Wonder Heart,WATER,Cyberse,Link Monster,NA,NA
Marine Beast,WATER,Fish,Fusion Monster,NA,NA
Marionette Mite,DARK,Insect,Effect Monster,NA,NA
Mark of the Rose,NA,Equip,Spell Card,NA,NA
Marmiting Captain,EARTH,Warrior,Effect Monster,NA,NA
Marshalling Field,NA,Continuous,Trap Card,NA,NA
Marshmacaron,LIGHT,Fairy,Effect Monster,NA,NA
Marshmallon,LIGHT,Fairy,Effect Monster,NA,NA
Marshmallon Glasses,NA,Continuous,Spell Card,NA,NA
Martial Metal Marcher,WIND,Machine,Synchro Tuner Monster,NA,NA
Maryokutai,WATER,Aqua,Effect Monster,NA,NA
Masaki the Legendary Swordsman,EARTH,Warrior,Normal Monster,NA,NA
Mask Change,NA,Quick-Play,Spell Card,NA,NA
Mask Change II,NA,Quick-Play,Spell Card,NA,Limited
Mask Charge,NA,Normal,Spell Card,NA,NA
Mask of Brutality,NA,Equip,Spell Card,NA,NA
Mask of Darkness,DARK,Fiend,Flip Effect Monster,NA,NA
Mask of Dispel,NA,Continuous,Spell Card,NA,NA
Mask of Restrict,NA,Continuous,Trap Card,NA,NA
Mask of the Accursed,NA,Equip,Spell Card,NA,NA
Mask of Weakness,NA,Normal,Trap Card,NA,NA
Masked Beast Des Gardius,DARK,Fiend,Effect Monster,NA,NA
Masked Chameleon,EARTH,Reptile,Tuner Monster,NA,NA
Masked Chopper,EARTH,Fiend,Effect Monster,NA,NA
Masked Clown,DARK,Warrior,Normal Monster,NA,NA
Masked Dragon,FIRE,Dragon,Effect Monster,NA,NA
Masked HERO Acid,WATER,Warrior,Fusion Monster,NA,NA
Masked HERO Anki,DARK,Warrior,Fusion Monster,NA,NA
Masked HERO Blast,WIND,Warrior,Fusion Monster,NA,NA
Masked HERO Dark Law,DARK,Warrior,Fusion Monster,NA,NA
Masked HERO Dian,EARTH,Warrior,Fusion Monster,NA,NA
Masked HERO Divine Wind,WIND,Warrior,Fusion Monster,NA,NA
Masked HERO Goka,FIRE,Warrior,Fusion Monster,NA,NA
Masked HERO Koga,LIGHT,Warrior,Fusion Monster,NA,NA
Masked HERO Vapor,WATER,Warrior,Fusion Monster,NA,NA
Masked Ninja Ebisu,WIND,Warrior,Effect Monster,NA,NA
Masked Sorcerer,DARK,Spellcaster,Effect Monster,NA,NA
Mass Driver,NA,Continuous,Spell Card,Banned,Banned
Mass Hypnosis,NA,Continuous,Trap Card,NA,NA
Massivemorph,NA,Normal,Trap Card,NA,NA
Master & Expert,EARTH,Beast,Normal Monster,NA,NA
Master Craftsman Gamil,FIRE,Pyro,Effect Monster,NA,NA
Master Gig,EARTH,Psychic,Effect Monster,NA,NA
Master Hyperion,LIGHT,Fairy,Effect Monster,NA,NA
Master Kyonshee,EARTH,Zombie,Normal Monster,NA,NA
Master Monk,EARTH,Rock,Effect Monster,NA,NA
Master of Oz,EARTH,Beast,Fusion Monster,NA,NA
Master of the Flaming Dragonswords,FIRE,Warrior,Effect Monster,NA,NA
"Master Peace, the True Dracoslayer",LIGHT,Dragon,Effect Monster,NA,NA
"Master Peace, the True Dracoslaying King",LIGHT,Wyrm,Effect Monster,Banned,NA
"Master Pendulum, the Dracoslayer",LIGHT,Dragon,Pendulum Normal Monster,NA,NA
Master with Eyes of Blue,LIGHT,Spellcaster,Tuner Monster,NA,NA
Masterking Archfiend,DARK,Fiend,Link Monster,NA,NA
Mataza the Zapper,DARK,Warrior,Effect Monster,NA,NA
Matching Outfits,NA,Normal,Trap Card,NA,NA
Materiactor Gigaboros,DARK,Dragon,XYZ Monster,NA,NA
Materiactor Gigadra,DARK,Dragon,Effect Monster,NA,NA
Mathematician,EARTH,Spellcaster,Effect Monster,NA,Semi-Limited
Mathmech Addition,FIRE,Cyberse,Effect Monster,NA,NA
