name,attribute,class,type,ban_tcg,ban_ocg
Illusionist Faceless Magician,DARK,Spellcaster,Effect Monster,NA,NA
Illusory Snatcher,DARK,Fiend,Effect Monster,NA,NA
Imairuka,WATER,Sea Serpent,Effect Monster,NA,NA
Imduk the World Chalice Dragon,WIND,Dragon,Link Monster,NA,NA
Immortal Phoenix Gearfried,FIRE,Warrior,Effect Monster,NA,NA
Immortal Ruler,EARTH,Zombie,Effect Monster,NA,NA
Impcantation Bookstone,DARK,Spellcaster,Effect Monster,NA,NA
Impcantation Candoll,LIGHT,Pyro,Effect Monster,NA,NA
Impcantation Chalislime,DARK,Aqua,Ritual Effect Monster,NA,NA
Impcantation Inception,SPELL/TRAP,Ritual,Ritual Spell,NA,NA
Impcantation Penciplume,LIGHT,Psychic,Effect Monster,NA,NA
Impcantation Talismandra,DARK,Plant,Effect Monster,NA,NA
Impcantation Thanatosis,SPELL/TRAP,Field,Field Spell,NA,NA
Impenetrable Attack,SPELL/TRAP,Normal,Normal Trap,NA,NA
Impenetrable Formation,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Imperial Custom,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Imperial Iron Wall,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Imperial Order,SPELL/TRAP,Continuous,Continuous Trap,Limited,Limited
Imperial Tombs of Necrovalley,SPELL/TRAP,Counter,Counter Trap,NA,NA
Imperion Magnum the Superconductive Battlebot,EARTH,Rock,Fusion Monster,NA,NA
Imprisoned Queen Archfiend,DARK,Fiend,Effect Monster,NA,NA
Inaba White Rabbit,EARTH,Beast,Spirit Monster,NA,NA
Inari Fire,FIRE,Pyro,Effect Monster,NA,NA
Incandescent Ordeal,SPELL/TRAP,Ritual,Ritual Spell,NA,NA
Incarnated Machine Angel,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Indiora Doom Volt the Cubic Emperor,LIGHT,Fairy,Effect Monster,NA,NA
Indomitable Fighter Lei Lei,EARTH,Beast-Warrior,Effect Monster,NA,NA
Indomitable Gladiator Beast,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Induced Explosion,SPELL/TRAP,Normal,Normal Trap,NA,NA
Indulged Darklord,DARK,Fairy,Effect Monster,NA,NA
Infected Mail,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Infernal Dragon,DARK,Dragon,Effect Monster,NA,NA
Infernal Flame Emperor,FIRE,Pyro,Effect Monster,NA,NA
Infernal Flame Vixen,FIRE,Pyro,XYZ Monster,NA,NA
Infernal Incinerator,FIRE,Fiend,Effect Monster,NA,NA
Infernalqueen Archfiend,FIRE,Fiend,Effect Monster,NA,NA
Infernity Archer,DARK,Fiend,Effect Monster,NA,NA
Infernity Archfiend,DARK,Fiend,Effect Monster,Limited,NA
Infernity Avenger,DARK,Fiend,Tuner Monster,NA,NA
Infernity Barrier,SPELL/TRAP,Counter,Counter Trap,NA,NA
Infernity Beast,DARK,Beast,Effect Monster,NA,NA
Infernity Beetle,DARK,Insect,Tuner Monster,NA,NA
Infernity Break,SPELL/TRAP,Normal,Normal Trap,NA,NA
Infernity Conjurer,DARK,Fiend,Effect Monster,NA,NA
Infernity Destroyer,DARK,Fiend,Effect Monster,NA,NA
Infernity Doom Archfiend,DARK,Fiend,Synchro Monster,NA,NA
Infernity Doom Dragon,DARK,Dragon,Synchro Monster,NA,NA
Infernity Dwarf,DARK,Warrior,Effect Monster,NA,NA
Infernity Force,SPELL/TRAP,Normal,Normal Trap,NA,NA
Infernity General,DARK,Fiend,Effect Monster,NA,NA
Infernity Guardian,DARK,Fiend,Effect Monster,NA,NA
Infernity Inferno,SPELL/TRAP,Normal,Normal Trap,NA,NA
Infernity Knight,DARK,Fiend,Effect Monster,NA,NA
Infernity Launcher,SPELL/TRAP,Continuous,Continuous Spell,Limited,Limited
Infernity Mirage,DARK,Fiend,Effect Monster,NA,NA
Infernity Necromancer,DARK,Fiend,Effect Monster,NA,NA
Infernity Paranoia,SPELL/TRAP,Normal,Normal Spell,NA,NA
Infernity Patriarch,DARK,Fiend,Effect Monster,NA,NA
Infernity Pawn,DARK,Fiend,Effect Monster,NA,NA
Infernity Randomizer,DARK,Warrior,Effect Monster,NA,NA
Infernity Reflector,SPELL/TRAP,Normal,Normal Trap,NA,NA
Infernity Sage,DARK,Fiend,Tuner Monster,NA,NA
Infernity Suppression,SPELL/TRAP,Normal,Normal Trap,NA,NA
Infernity Wildcat,DARK,Fiend,Tuner Monster,NA,NA
Inferno,FIRE,Pyro,Effect Monster,NA,NA
Inferno Fire Blast,SPELL/TRAP,Normal,Normal Spell,NA,NA
Inferno Hammer,DARK,Fiend,Effect Monster,NA,NA
Inferno Reckless Summon,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Inferno Tempest,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Infernoble Knight - Renaud,FIRE,Warrior,Effect Monster,NA,NA
Infernoble Knight - Roland,FIRE,Warrior,Effect Monster,NA,NA
Infernoble Knight Astolfo,FIRE,Warrior,Effect Monster,NA,NA
Infernoble Knight Captain Oliver,FIRE,Warrior,Synchro Monster,NA,NA
Infernoble Knight Captain Roland,FIRE,Warrior,Synchro Tuner Monster,NA,NA
Infernoble Knight Emperor Charles,FIRE,Warrior,Synchro Monster,NA,NA
Infernoble Knight Maugis,FIRE,Warrior,Effect Monster,NA,NA
Infernoble Knight Ogier,FIRE,Warrior,Effect Monster,NA,NA
Infernoble Knight Oliver,FIRE,Warrior,Tuner Monster,NA,NA
Infernoid Antra,FIRE,Fiend,Effect Monster,NA,NA
Infernoid Attondel,FIRE,Fiend,Effect Monster,NA,NA
Infernoid Decatron,FIRE,Fiend,Tuner Monster,NA,NA
Infernoid Devyaty,FIRE,Fiend,Effect Monster,NA,NA
Infernoid Harmadik,FIRE,Fiend,Effect Monster,NA,NA
Infernoid Onuncu,FIRE,Fiend,Effect Monster,NA,NA
Infernoid Patrulea,FIRE,Fiend,Effect Monster,NA,NA
Infernoid Piaty,FIRE,Fiend,Effect Monster,NA,NA
Infernoid Pirmais,FIRE,Fiend,Effect Monster,NA,NA
Infernoid Seitsemas,FIRE,Fiend,Effect Monster,NA,NA
Infernoid Sjette,FIRE,Fiend,Effect Monster,NA,NA
Infernoid Tierra,FIRE,Fiend,Fusion Monster,NA,NA
Infernoid Token,FIRE,Fiend,Token,NA,NA
Infestation Infection,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Infestation Pandemic,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Infestation Ripples,SPELL/TRAP,Normal,Normal Trap,NA,NA
Infestation Terminus,SPELL/TRAP,Normal,Normal Trap,NA,NA
Infestation Tool,SPELL/TRAP,Normal,Normal Trap,NA,NA
Infestation Wave,SPELL/TRAP,Normal,Normal Trap,NA,NA
Infinite Cards,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Infinite Dismissal,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Infinite Impermanence,SPELL/TRAP,Normal,Normal Trap,NA,NA
Infinite Light,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Infinite Machine,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Infinitrack Anchor Drill,EARTH,Machine,Effect Monster,NA,NA
Infinitrack Brutal Dozer,EARTH,Machine,Effect Monster,NA,NA
Infinitrack Crab Crane,EARTH,Machine,Effect Monster,NA,NA
Infinitrack Drag Shovel,EARTH,Machine,Effect Monster,NA,NA
Infinitrack Earth Slicer,EARTH,Machine,XYZ Monster,NA,NA
Infinitrack Fortress Megaclops,EARTH,Machine,Link Monster,NA,NA
Infinitrack Goliath,EARTH,Machine,Link Monster,NA,NA
Infinitrack Harvester,EARTH,Machine,Effect Monster,NA,NA
Infinitrack Mountain Smasher,EARTH,Machine,XYZ Monster,NA,NA
Infinitrack River Stormer,EARTH,Machine,XYZ Monster,NA,NA
Infinitrack Trencher,EARTH,Machine,Effect Monster,NA,NA
Infinitrack Tunneller,EARTH,Machine,Effect Monster,NA,NA
Infinity Dark,DARK,Fiend,Gemini Monster,NA,NA
Influence Dragon,WIND,Dragon,Tuner Monster,NA,NA
Informer Spider,EARTH,Insect,Effect Monster,NA,NA
Inherited Fortune,SPELL/TRAP,Normal,Normal Trap,NA,NA
Injection Fairy Lily,EARTH,Spellcaster,Effect Monster,NA,NA
Inmato,DARK,Plant,Effect Monster,NA,NA
Inner Conflict,SPELL/TRAP,Yami Bakura,Skill Card,NA,NA
Inpachi,EARTH,Machine,Normal Monster,NA,NA
Insect Armor with Laser Cannon,SPELL/TRAP,Equip,Equip Spell,NA,NA
Insect Barrier,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Insect Imitation,SPELL/TRAP,Normal,Normal Spell,NA,NA
Insect Knight,EARTH,Insect,Normal Monster,NA,NA
Insect Monster Token,EARTH,Insect,Token,NA,NA
Insect Neglect,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Insect Princess,WIND,Insect,Effect Monster,NA,NA
Insect Queen,EARTH,Insect,Effect Monster,NA,NA
Insect Shinobi Hagakuremino,WIND,Insect,Link Monster,NA,NA
Insect Soldiers of the Sky,WIND,Insect,Effect Monster,NA,NA
Inspection,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Inspector Boarder,LIGHT,Machine,Effect Monster,NA,NA
Inspiration,SPELL/TRAP,Normal,Normal Trap,NA,NA
Instant Fusion,SPELL/TRAP,Normal,Normal Spell,Limited,Limited
Instant Neo Space,SPELL/TRAP,Equip,Equip Spell,NA,NA
Intercept,SPELL/TRAP,Counter,Counter Trap,NA,NA
Intercept Wave,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Interceptomato,EARTH,Plant,Effect Monster,NA,NA
Interdimensional Matter Transporter,SPELL/TRAP,Normal,Normal Trap,NA,NA
Interdimensional Warp,SPELL/TRAP,Normal,Normal Trap,NA,NA
"Interplanetary Invader ""A""",LIGHT,Reptile,Effect Monster,NA,NA
Interplanetarypurplythorny Beast,DARK,Beast,Effect Monster,NA,NA
Interplanetarypurplythorny Dragon,DARK,Dragon,Effect Monster,NA,NA
Interrupt Resistor,LIGHT,Cyberse,Effect Monster,NA,NA
Interrupted Kaiju Slumber,SPELL/TRAP,Normal,Normal Spell,NA,NA
Into the Darkness Below,SPELL/TRAP,Yami Bakura,Skill Card,NA,NA
Into the Void,SPELL/TRAP,Normal,Normal Spell,Limited,NA
Intrigue Shield,SPELL/TRAP,Normal,Normal Trap,NA,NA
Introduction to Gallantry,SPELL/TRAP,Normal,Normal Trap,NA,NA
Intruder Alarm - Yellow Alert,SPELL/TRAP,Normal,Normal Trap,NA,NA
Invader from Another Dimension,DARK,Fiend,Normal Monster,NA,NA
Invader of Darkness,DARK,Fiend,Effect Monster,NA,NA
Invader of the Throne,EARTH,Warrior,Flip Effect Monster,NA,NA
Invasion of Flames,FIRE,Pyro,Effect Monster,NA,NA
Invasion of the Abhyss,SPELL/TRAP,Normal,Normal Trap,NA,NA
Inverse Universe,SPELL/TRAP,Normal,Normal Trap,NA,NA
Invigoration,SPELL/TRAP,Equip,Equip Spell,NA,NA
Invincibility Barrier,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Invitation to a Dark Sleep,DARK,Spellcaster,Effect Monster,NA,NA
Invocation,SPELL/TRAP,Normal,Normal Spell,NA,NA
Invoked Augoeides,LIGHT,Fairy,Fusion Monster,NA,NA
Invoked Caliga,DARK,Beast,Fusion Monster,NA,NA
Invoked Cocytus,WATER,Dragon,Fusion Monster,NA,NA
Invoked Elysium,LIGHT,Fairy,Fusion Monster,NA,NA
Invoked Magellanica,EARTH,Rock,Fusion Monster,NA,NA
Invoked Mechaba,LIGHT,Machine,Fusion Monster,NA,NA
Invoked Purgatrio,FIRE,Fiend,Fusion Monster,NA,NA
Invoked Raidjin,WIND,Warrior,Fusion Monster,NA,NA
Inzektor Ant,DARK,Insect,Effect Monster,NA,NA
Inzektor Axe - Zektahawk,SPELL/TRAP,Equip,Equip Spell,NA,NA
Inzektor Centipede,DARK,Insect,Effect Monster,NA,NA
Inzektor Crossbow - Zektarrow,SPELL/TRAP,Equip,Equip Spell,NA,NA
Inzektor Dragonfly,DARK,Insect,Effect Monster,NA,NA
Inzektor Earwig,DARK,Insect,Effect Monster,NA,NA
Inzektor Exa-Beetle,DARK,Insect,XYZ Monster,NA,NA
Inzektor Exa-Stag,DARK,Insect,XYZ Monster,NA,NA
Inzektor Firefly,DARK,Insect,Effect Monster,NA,NA
Inzektor Gauntlet,SPELL/TRAP,Normal,Normal Trap,NA,NA
Inzektor Giga-Cricket,DARK,Insect,Effect Monster,NA,NA
Inzektor Giga-Mantis,DARK,Insect,Effect Monster,NA,NA
Inzektor Giga-Weevil,DARK,Insect,Effect Monster,NA,NA
Inzektor Hopper,DARK,Insect,Effect Monster,NA,NA
Inzektor Hornet,DARK,Insect,Effect Monster,NA,NA
Inzektor Ladybug,DARK,Insect,Effect Monster,NA,NA
Inzektor Orb,SPELL/TRAP,Normal,Normal Trap,NA,NA
Inzektor Picofalena,DARK,Insect,Link Monster,NA,NA
Inzektor Sword - Zektkaliber,SPELL/TRAP,Equip,Equip Spell,NA,NA
Ipiria,EARTH,Reptile,Effect Monster,NA,NA
"Iris, the Earth Mother",LIGHT,Fairy,Effect Monster,NA,NA
Iron Blacksmith Kotetsu,FIRE,Beast-Warrior,Flip Effect Monster,NA,NA
Iron Cage,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Iron Call,SPELL/TRAP,Normal,Normal Spell,NA,NA
Iron Chain Blaster,EARTH,Warrior,Effect Monster,NA,NA
Iron Chain Coil,EARTH,Machine,Tuner Monster,NA,NA
Iron Chain Dragon,EARTH,Dragon,Synchro Monster,NA,NA
Iron Chain Repairman,EARTH,Warrior,Effect Monster,NA,NA
Iron Chain Snake,EARTH,Reptile,Effect Monster,NA,NA
Iron Core Armor,SPELL/TRAP,Equip,Equip Spell,NA,NA
Iron Core Immediate Disposal,SPELL/TRAP,Normal,Normal Spell,NA,NA
Iron Core Luster,SPELL/TRAP,Counter,Counter Trap,NA,NA
Iron Core of Koa'ki Meiru,SPELL/TRAP,Normal,Normal Spell,NA,NA
Iron Core Specimen Lab,SPELL/TRAP,Field,Field Spell,NA,NA
Iron Dragon Tiamaton,DARK,Dragon,Effect Monster,NA,NA
Iron Draw,SPELL/TRAP,Normal,Normal Spell,NA,NA
Iron Hans,EARTH,Warrior,Effect Monster,NA,NA
Iron Knight,EARTH,Warrior,Effect Monster,NA,NA
Iron Knight of Revolution,EARTH,Machine,Link Monster,NA,NA
Ironhammer the Giant,EARTH,Rock,Effect Monster,NA,NA
Island Turtle,WATER,Aqua,Normal Monster,NA,NA
"Isolde, Belle of the Underworld",DARK,Zombie,Effect Monster,NA,NA
"Isolde, Two Tales of the Noble Knights",LIGHT,Warrior,Link Monster,NA,NA
It's a Toon World!,SPELL/TRAP,Pegasus,Skill Card,NA,NA
It's Jinzo!,SPELL/TRAP,Espa Roba,Skill Card,NA,NA
It's My Lucky Day!,SPELL/TRAP,Joey,Skill Card,NA,NA
"It's No Monster, It's a God!",SPELL/TRAP,Seto Kaiba,Skill Card,NA,NA
Ivy Shackles,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Ivy Token,EARTH,Plant,Token,NA,NA
Izanagi,WIND,Fairy,Effect Monster,NA,NA
Izanami,WATER,Fairy,Spirit Monster,NA,NA
Jabbing Panda,WATER,Beast-Warrior,Effect Monster,NA,NA
Jack Wyvern,DARK,Machine,Effect Monster,NA,NA
Jack's Knight,LIGHT,Warrior,Normal Monster,NA,NA
Jack-In-The-Hand,SPELL/TRAP,Normal,Normal Spell,NA,NA
Jack-o-Bolan,FIRE,Zombie,Effect Monster,NA,NA
Jackpot 7,SPELL/TRAP,Normal,Normal Spell,NA,NA
Jade Insect Whistle,SPELL/TRAP,Normal,Normal Spell,NA,NA
Jade Knight,LIGHT,Machine,Effect Monster,NA,NA
"Jain, Lightsworn Paladin",LIGHT,Warrior,Effect Monster,NA,NA
"Jain, Twilightsworn General",DARK,Warrior,Effect Monster,NA,NA
Jam Breeding Machine,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
Jam Defender,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Jar of Avarice,SPELL/TRAP,Normal,Normal Trap,NA,NA
Jar of Greed,SPELL/TRAP,Normal,Normal Trap,NA,NA
Jar Robber,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Jar Turtle,WATER,Reptile,Effect Monster,NA,NA
Javelin Beetle,EARTH,Insect,Ritual Monster,NA,NA
Javelin Beetle Pact,SPELL/TRAP,Ritual,Ritual Spell,NA,NA
Jawsman,WATER,Beast-Warrior,Effect Monster,NA,NA
Jelly Cannon,SPELL/TRAP,Normal,Normal Trap,NA,NA
Jellyfish,WATER,Aqua,Normal Monster,NA,NA
"Jenis, Lightsworn Mender",LIGHT,Spellcaster,Effect Monster,NA,NA
Jerry Beans Man,EARTH,Plant,Normal Monster,NA,NA
Jester Confit,DARK,Spellcaster,Effect Monster,NA,NA
Jester Lord,DARK,Spellcaster,Effect Monster,NA,NA
Jet Synchron,FIRE,Machine,Tuner Monster,Banned,NA
Jet Warrior,FIRE,Warrior,Synchro Monster,NA,NA
Jetroid,WIND,Machine,Effect Monster,NA,NA
Jewels of the Valiant,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
"Jiaotu, Darkness of the Yang Zing",DARK,Wyrm,Tuner Monster,NA,NA
Jigabyte,WATER,Reptile,Effect Monster,NA,NA
Jigen Bakudan,FIRE,Pyro,Flip Effect Monster,NA,NA
Jinzo,DARK,Machine,Effect Monster,NA,NA
Jinzo #7,DARK,Machine,Effect Monster,NA,NA
Jinzo - Jector,DARK,Machine,Effect Monster,NA,NA
Jinzo - Layered,DARK,Machine,XYZ Monster,NA,NA
Jinzo - Lord,DARK,Machine,Effect Monster,NA,NA
Jinzo - Returner,DARK,Machine,Effect Monster,NA,NA
Jinzo the Machine Menace,DARK,Machine,Effect Monster,NA,NA
Jirai Gumo,EARTH,Insect,Effect Monster,NA,NA
"Jizukiru, the Star Destroying Kaiju",LIGHT,Machine,Effect Monster,NA,NA
Job-Change Mirror,DARK,Fiend,Normal Monster,NA,NA
Jolt Counter,SPELL/TRAP,Counter,Counter Trap,NA,NA
"Jormungandr, Generaider Boss of Eternity",EARTH,Reptile,XYZ Monster,NA,NA
Jormungardr the Nordic Serpent,DARK,Dragon,Effect Monster,NA,NA
Jowgen the Spiritualist,LIGHT,Spellcaster,Effect Monster,NA,NA
Jowls of Dark Demise,WATER,Fiend,Flip Effect Monster,NA,NA
Joyous Melffys,EARTH,Beast,XYZ Monster,NA,NA
Judge Man,EARTH,Warrior,Normal Monster,NA,NA
Judgment Dragon,LIGHT,Dragon,Effect Monster,NA,NA
Judgment of Anubis,SPELL/TRAP,Counter,Counter Trap,NA,NA
Judgment of Stigmatika,SPELL/TRAP,Normal,Normal Trap,NA,NA
Judgment of the Desert,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Judgment of the Pharaoh,SPELL/TRAP,Normal,Normal Trap,NA,NA
Judgment of Thunder,SPELL/TRAP,Normal,Normal Trap,NA,NA
"Judgment, the Dragon of Heaven",LIGHT,Dragon,Synchro Monster,NA,NA
Jumbo Drill,EARTH,Machine,Effect Monster,NA,NA
Junk Anchor,EARTH,Warrior,Tuner Monster,NA,NA
Junk Archer,EARTH,Warrior,Synchro Monster,NA,NA
Junk Barrage,SPELL/TRAP,Equip,Equip Spell,NA,NA
Junk Berserker,WIND,Warrior,Synchro Monster,NA,NA
Junk Blader,EARTH,Warrior,Effect Monster,NA,NA
Junk Box,SPELL/TRAP,Normal,Normal Spell,NA,NA
Junk Breaker,EARTH,Warrior,Effect Monster,NA,NA
Junk Changer,EARTH,Warrior,Tuner Monster,NA,NA
Junk Collector,LIGHT,Warrior,Effect Monster,NA,NA
Junk Connector,DARK,Warrior,Link Monster,NA,NA
Junk Converter,EARTH,Warrior,Effect Monster,NA,NA
Junk Defender,EARTH,Warrior,Effect Monster,NA,NA
Junk Destroyer,EARTH,Warrior,Synchro Monster,NA,NA
Junk Forward,EARTH,Warrior,Effect Monster,NA,NA
Junk Gardna,EARTH,Warrior,Synchro Monster,NA,NA
Junk Giant,EARTH,Machine,Effect Monster,NA,NA
Junk Puppet,SPELL/TRAP,Normal,Normal Spell,NA,NA
Junk Servant,EARTH,Warrior,Effect Monster,NA,NA
Junk Sleep,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Junk Speeder,WIND,Warrior,Synchro Monster,NA,NA
Junk Synchron,DARK,Warrior,Tuner Monster,NA,NA
Junk Warrior,DARK,Warrior,Synchro Monster,NA,NA
Junkuriboh,EARTH,Machine,Effect Monster,NA,NA
Juragedo,DARK,Fiend,Effect Monster,NA,NA
Jurassic Impact,SPELL/TRAP,Normal,Normal Trap,NA,NA
Jurassic World,SPELL/TRAP,Field,Field Spell,NA,NA
Jurrac Aeolo,FIRE,Dinosaur,Tuner Monster,NA,NA
Jurrac Brachis,FIRE,Dinosaur,Tuner Monster,NA,NA
Jurrac Dino,FIRE,Dinosaur,Tuner Monster,NA,NA
Jurrac Gallim,FIRE,Dinosaur,Tuner Monster,NA,NA
Jurrac Giganoto,FIRE,Dinosaur,Synchro Monster,NA,NA
Jurrac Guaiba,FIRE,Dinosaur,Effect Monster,NA,NA
Jurrac Herra,FIRE,Dinosaur,Effect Monster,NA,NA
Jurrac Iguanon,FIRE,Dinosaur,Effect Monster,NA,NA
Jurrac Impact,SPELL/TRAP,Normal,Normal Trap,NA,NA
Jurrac Meteor,FIRE,Dinosaur,Synchro Monster,NA,NA
Jurrac Monoloph,FIRE,Dinosaur,Tuner Monster,NA,NA
Jurrac Protops,FIRE,Dinosaur,Effect Monster,NA,NA
Jurrac Ptera,FIRE,Dinosaur,Effect Monster,NA,NA
Jurrac Spinos,FIRE,Dinosaur,Effect Monster,NA,NA
Jurrac Stauriko,FIRE,Dinosaur,Effect Monster,NA,NA
Jurrac Titano,FIRE,Dinosaur,Effect Monster,NA,NA
Jurrac Token,FIRE,Dinosaur,Token,NA,NA
Jurrac Tyrannus,FIRE,Dinosaur,Effect Monster,NA,NA
Jurrac Velo,FIRE,Dinosaur,Effect Monster,NA,NA
Jurrac Velphito,FIRE,Dinosaur,Synchro Monster,NA,NA
Just Desserts,SPELL/TRAP,Normal,Normal Trap,NA,NA
Justi-Break,SPELL/TRAP,Normal,Normal Trap,NA,NA
Justice Bringer,EARTH,Warrior,Effect Monster,NA,NA
Justice of Prophecy,EARTH,Spellcaster,Effect Monster,NA,NA
Jutte Fighter,EARTH,Warrior,Tuner Monster,NA,NA
KA-2 Des Scissors,DARK,Machine,Effect Monster,NA,NA
Kabazauls,WATER,Dinosaur,Normal Monster,NA,NA
Kabuki Dragon,LIGHT,Dragon,Effect Monster,NA,NA
Kachi Kochi Dragon,EARTH,Dragon,XYZ Monster,NA,NA
Kagemucha Knight,DARK,Warrior,Effect Monster,NA,NA
Kagemusha of the Blue Flame,EARTH,Warrior,Normal Monster,NA,NA
Kagemusha of the Six Samurai,EARTH,Warrior,Tuner Monster,NA,NA
Kagemusha Tanuki Token,EARTH,Beast,Token,NA,NA
Kageningen,DARK,Warrior,Normal Monster,NA,NA
Kagetokage,DARK,Reptile,Effect Monster,NA,NA
"Kahkki, Guerilla of Dark World",DARK,Fiend,Effect Monster,NA,NA
Kai-Den Kendo Spirit,WIND,Warrior,Pendulum Effect Monster,NA,NA
Kaibaman,LIGHT,Warrior,Effect Monster,NA,NA
Kaiju Capture Mission,SPELL/TRAP,Continuous,Continuous Trap,NA,NA
Kaiki the Unity Star,LIGHT,Warrior,Effect Monster,NA,NA
Kairyu-Shin,WATER,Sea Serpent,Normal Monster,NA,NA
Kaiser Colosseum,SPELL/TRAP,Continuous,Continuous Spell,Banned,NA
Kaiser Dragon,LIGHT,Dragon,Fusion Monster,NA,NA
Kaiser Glider,LIGHT,Dragon,Effect Monster,NA,NA
Kaiser Sea Horse,LIGHT,Sea Serpent,Effect Monster,NA,NA
Kaiser Sea Snake,WATER,Sea Serpent,Effect Monster,NA,NA
Kaiser Vorse Raider,DARK,Beast-Warrior,Effect Monster,NA,NA
"Kalantosa, Mystical Beast of the Forest",EARTH,Beast,Effect Monster,NA,NA
Kamakiriman,EARTH,Insect,Normal Monster,NA,NA
Kaminari Attack,WIND,Thunder,Fusion Monster,NA,NA
Kaminote Blow,SPELL/TRAP,Normal,Normal Spell,NA,NA
"Kamion, the Timelord",EARTH,Fairy,Effect Monster,NA,NA
Kamionwizard,DARK,Spellcaster,Fusion Monster,NA,NA
"Kamui, Hope of Gusto",WIND,Psychic,Flip Effect Monster,NA,NA
Kanan the Swordmistress,EARTH,Warrior,Normal Monster,NA,NA
Kangaroo Champ,EARTH,Beast,Effect Monster,NA,NA
Kanikabuto,WATER,Aqua,Normal Monster,NA,NA
Kanzashi the Rikka Queen,WATER,Plant,XYZ Monster,NA,NA
Kappa Avenger,WATER,Aqua,Normal Monster,NA,NA
Karakuri Anatomy,SPELL/TRAP,Continuous,Continuous Spell,NA,NA
"Karakuri Barrel mdl 96 ""Shinkuro""",EARTH,Machine,Tuner Monster,NA,NA
"Karakuri Bonze mdl 9763 ""Kunamzan""",EARTH,Machine,Effect Monster,NA,NA
"Karakuri Bushi mdl 6318 ""Muzanichiha""",EARTH,Machine,Effect Monster,NA,NA
Karakuri Cash Cache,SPELL/TRAP,Normal,Normal Spell,NA,NA
Karakuri Cash Inn,SPELL/TRAP,Normal,Normal Trap,NA,NA
Karakuri Cash Shed,SPELL/TRAP,Counter,Counter Trap,NA,NA
"Karakuri Gama mdl 4624 ""Shirokunishi""",EARTH,Machine,Effect Monster,NA,NA
Karakuri Gama Oil,SPELL/TRAP,Equip,Equip Spell,NA,NA
Karakuri Gold Dust,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Karakuri Klock,SPELL/TRAP,Normal,Normal Trap,NA,NA
"Karakuri Komachi mdl 224 ""Ninishi""",EARTH,Machine,Tuner Monster,NA,NA
"Karakuri Merchant mdl 177 ""Inashichi""",EARTH,Machine,Effect Monster,NA,NA
"Karakuri Muso mdl 818 ""Haipa""",EARTH,Machine,Effect Monster,NA,NA
"Karakuri Ninja mdl 339 ""Sazank""",EARTH,Machine,Effect Monster,NA,NA
"Karakuri Ninja mdl 7749 ""Nanashick""",EARTH,Machine,Effect Monster,NA,NA
"Karakuri Ninja mdl 919 ""Kuick""",EARTH,Machine,Effect Monster,NA,NA
"Karakuri Shogun mdl 00 ""Burei""",EARTH,Machine,Synchro Monster,NA,NA
Karakuri Showdown Castle,SPELL/TRAP,Field,Field Spell,NA,NA
"Karakuri Soldier mdl 236 ""Nisamu""",EARTH,Machine,Effect Monster,NA,NA
Karakuri Spider,EARTH,Machine,Effect Monster,NA,NA
"Karakuri Steel Shogun mdl 00X ""Bureido""",EARTH,Machine,Synchro Monster,NA,NA
"Karakuri Strategist mdl 248 ""Nishipachi""",EARTH,Machine,Tuner Monster,NA,NA
"Karakuri Super Shogun mdl 00N ""Bureibu""",EARTH,Machine,Synchro Monster,NA,NA
Karakuri Trick House,SPELL/TRAP,Normal,Normal Trap,NA,NA
"Karakuri Watchdog mdl 313 ""Saizan""",EARTH,Machine,Tuner Monster,NA,NA
Karate Man,EARTH,Warrior,Effect Monster,NA,NA
Karbonala Warrior,EARTH,Warrior,Fusion Monster,NA,NA
Karma Cut,SPELL/TRAP,Normal,Normal Trap,NA,NA
Karma of the Destruction Swordsman,SPELL/TRAP,Quick-Play,Quick-Play Spell,NA,NA
Kasha,EARTH,Zombie,Effect Monster,NA,NA
